Word	Type
storage	activity_n1
storey	artifact_n1
stork	bird_n1
storm	phenomenon_n1
story	message_n2
stove	artifact_n1
stowaway	person_n1
strainer	device_n1
strand	knowledge_n1
strap	artifact_n1
strategy	knowledge_n1
stratosphere	location_n1
stratum	location_n1
stratus	phenomenon_n1
straw	material_n1
strawberry	plant_part_n1
streak	artifact_n1
stream	water_n2
streambed	formation_n5
streamer	artifact_n1
street	artifact_n1
strength	property_n3
stress	Thing
stretch	shape_n2
stretcher	artifact_n1
stride	action_n1
strike	activity_n1
string	artifact_n1
strip	Thing
stripe	artifact_n1
stroller	transport_n1
stroma	plant_part_n1
structure	artifact_n1
stud	animal_n1
student	person_n1
studio	location_n1
stuff	material_n1
stump	plant_part_n1
stunt	action_n1
style	knowledge_n1
stylet	body_part_n1
subclass	Thing
subdivision	location_n1
subduction	Thing
subject	message_n2
sublimation	event_n1
submarine	transport_n1
subphylum	Thing
subsidence	event_n1
substance	substance_n1
substitution	event_n1
substrate	substance_n1
suburb	location_n1
success	event_n1
succession	property_n3
sucker	plant_part_n1
suds	shape_n2
sugar	food_n1
suggestion	knowledge_n1
suicide	action_n1
suit	clothing_n1
suitability	quality_n1
suitcase	artifact_n1
sulfide	material_n1
sulfur	element_n2
sulphur	element_n2
sultan	person_n1
sum	Thing
summarization	event_n1
summary	message_n2
summer	period_n1
summit	state_n4
sun	Thing
sunburn	illness_n1
sundae	food_n1
sundew	plant_n2
sunfish	substance_n1
sunflower	plant_n2
sunhat	clothing_n1
sunlight	phenomenon_n1
sunrise	knowledge_n1
sunscreen	artifact_n1
sunset	event_n1
sunshine	phenomenon_n1
sunspot	location_n1
superhighway	artifact_n1
superman	person_n1
supermarket	artifact_n1
supernova	heavenly_body_n1
superorder	Thing
superstar	person_n1
supervision	event_n1
supervisor	person_n1
supper	food_n1
supplier	person_n1
suppressor	person_n1
surf	event_n1
surface	artifact_n1
surfboarding	activity_n1
surfer	person_n1
surgery	knowledge_n1
surplus	property_n3
surprise	event_n1
surveillance	activity_n1
surveyor	person_n1
survival	state_n4
survivor	person_n1
suspension	substance_n1
suspicion	knowledge_n1
sustenance	food_n1
swab	artifact_n1
swamp	Thing
swan	bird_n1
sweater	clothing_n1
sweatshirt	clothing_n1
sweeper	person_n1
sweetener	food_n1
sweetness	process_n2
swimmer	person_n1
sword	device_n1
swordfish	substance_n1
syllable	Thing
syllabus	message_n2
symbiosis	Thing
symbol	Thing
symbolism	Thing
symmetry	property_n3
symptom	knowledge_n1
synapse	state_n4
synapsid	animal_n1
syndrome	knowledge_n1
synset	Thing
synthesis	phenomenon_n1
syphilis	illness_n1
syrup	food_n1
system	Thing
tab	artifact_n1
tabasco	Thing
table	artifact_n1
tablecloth	artifact_n1
tablespoon	indefinite_quantity_n1
tablet	Thing
tabletop	artifact_n1
tableware	artifact_n1
tach	measuring_instrument_n1
tachometer	measuring_instrument_n1
tackle	equipment_n1
tadpole	animal_n1
taffeta	artifact_n1
tag	Thing
tail	body_part_n1
tailgate	artifact_n1
takeover	event_n1
takin	animal_n1
talapoin	animal_n1
talc	material_n1
tale	message_n2
talent	knowledge_n1
tally	activity_n1
talon	body_part_n1
tamandua	animal_n1
tamarin	animal_n1
tanager	bird_n1
tangle	state_n4
tank	transport_n1
tanker	transport_n1
tantalite	material_n1
tantrum	feeling_n1
tape	measuring_instrument_n1
tapeworm	animal_n1
tapir	animal_n1
taproot	plant_part_n1
tarantula	animal_n1
target	Thing
tarsier	animal_n1
tartan	artifact_n1
task	activity_n1
taste	process_n2
taster	person_n1
tattoo	artifact_n1
tax	Thing
taxi	transport_n1
taxon	Thing
taxonomy	Thing
tayra	animal_n1
tea	food_n1
teacher	person_n1
teacup	artifact_n1
team	social_group_n1
teapot	artifact_n1
tear	indefinite_quantity_n1
teardrop	shape_n2
teaspoon	indefinite_quantity_n1
technician	person_n1
technique	knowledge_n1
technology	activity_n1
teddy	artifact_n1
tee	location_n1
teenager	person_n1
telecom	artifact_n1
telecommunication	artifact_n1
telephone	equipment_n1
telescope	device_n1
television	artifact_n1
teller	person_n1
telly	equipment_n1
telophase	period_n1
temp	person_n1
temper	Thing
temperature	property_n3
template	knowledge_n1
temple	building_n1
tenacity	Thing
tendency	knowledge_n1
tendon	body_part_n1
tendril	plant_part_n1
tenia	artifact_n1
tennis	activity_n1
tenrec	animal_n1
tension	state_n4
tent	artifact_n1
tentacle	quality_n1
term	Thing
termination	Thing
terminology	Thing
termite	insect_n1
terrace	artifact_n1
terrain	location_n1
terrapin	animal_n1
territory	location_n1
terror	feeling_n1
terry	artifact_n1
test	activity_n1
tester	person_n1
testis	body_part_n1
testosterone	substance_n1
tetanus	state_n4
tetrahymena	microorganism_n1
tetrapod	animal_n1
text	written_language_n1
textbook	artifact_n1
texture	property_n3
thatch	Thing
thaw	phenomenon_n1
theater	building_n1
theatre	building_n1
theme	message_n2
theorem	message_n2
theory	process_n2
therapsid	animal_n1
therapy	activity_n1
thermometer	measuring_instrument_n1
thermosphere	location_n1
thermostat	device_n1
theropod	animal_n1
thicket	Thing
thickness	property_n3
thief	person_n1
thigh	body_part_n1
thimble	artifact_n1
thing	Thing
thinker	person_n1
thirst	state_n4
thistle	plant_n2
thorax	body_part_n1
thorn	knowledge_n1
thoroughfare	artifact_n1
thoroughness	Thing
thought	knowledge_n1
thousand	definite_quantity_n1
thousandth	definite_quantity_n1
thrasher	device_n1
thread	artifact_n1
threat	Thing
threonine	material_n1
thrill	feeling_n1
throat	body_part_n1
throne	artifact_n1
thrush	phenomenon_n1
thumb	body_part_n1
thunder	sound_v2
thunderstorm	phenomenon_n1
thunk	sound_n4
thwack	action_n1
thymine	material_n1
thymus	body_part_n1
thyroid	body_part_n1
thyrotropin	substance_n1
thyroxine	substance_n1
ticket	written_language_n1
tide	event_n1
tiger	animal_n1
tightness	quality_n1
tightrope	artifact_n1
tile	artifact_n1
tiler	person_n1
tillage	Thing
timber	artifact_n1
timbre	property_n3
time	period_n1
timepiece	measuring_instrument_n1
timer	measuring_instrument_n1
timetable	message_n2
tin	element_n2
tint	property_n3
tip	location_n1
tiptoe	location_n1
tire	artifact_n1
tissue	body_part_n1
tit	body_part_n1
titanium	element_n2
titi	plant_n2
title	written_language_n1
toad	animal_n1
toad-in-the-hole	Thing
toadstool	plant_n2
toaster	artifact_n1
tobacco	material_n1
today	Thing
toddler	person_n1
toe	body_part_n1
toenail	body_part_n1
toffee	food_n1
toilet	artifact_n1
token	Thing
tolerance	property_n3
tom	animal_n1
tomato	substance_n1
tomb	location_n1
tombola	activity_n1
tomorrow	Thing
ton	definite_quantity_n1
tone	written_language_n1
tongue	body_part_n1
tonic	Thing
tonne	definite_quantity_n1
tonsil	body_part_n1
tool	tool_n1
tooth	body_part_n1
toothache	knowledge_n1
toothbrush	artifact_n1
toothpaste	material_n1
toothpick	tool_n1
top	location_n1
topi	clothing_n1
topic	message_n2
topsoil	material_n1
toque	clothing_n1
torch	device_n1
tornado	phenomenon_n1
torque	phenomenon_n1
tortoise	animal_n1
tot	person_n1
totality	state_n4
toucan	bird_n1
touch	event_n1
tourism	event_n1
tourist	person_n1
towel	artifact_n1
tower	artifact_n1
town	location_n1
townsfolk	social_group_n1
townspeople	social_group_n1
toxin	substance_n1
toy	artifact_n1
trachea	body_part_n1
tracheophyte	plant_n2
track	location_n1
tract	location_n1
traction	phenomenon_n1
tractor	transport_n1
trademark	quality_n1
trader	person_n1
tradition	knowledge_n1
traffic	Thing
trail	artifact_n1
trailer	person_n1
train	transport_n1
trainer	person_n1
trait	Thing
tram	transport_n1
trampoline	equipment_n1
trance	state_n4
transaction	event_n1
transcription	written_language_n1
transformation	event_n1
transfusion	action_n1
transit	device_n1
transition	action_n1
translation	Thing
transmission	action_n1
transmitter	person_n1
transparency	phenomenon_n1
transpiration	phenomenon_n1
transport	transport_n1
transportation	action_n1
trapeze	device_n1
trapper	person_n1
trash	material_n1
traveler	person_n1
traveller	person_n1
trawler	person_n1
tray	artifact_n1
treacle	food_n1
tread	artifact_n1
treasure	Thing
treatment	activity_n1
treaty	written_language_n1
tree	plant_n2
treehopper	insect_n1
treetop	location_n1
trellis	artifact_n1
trench	artifact_n1
trend	location_n1
tress	Thing
trial	activity_n1
triangle	shape_n2
tribe	social_group_n1
triceps	body_part_n1
trichomoniasis	state_n4
trick	action_n1
trickle	event_n1
tricycle	transport_n1
trigger	artifact_n1
triggerfish	fish_n1
triglyceride	material_n1
triiodothyronine	substance_n1
trilobite	animal_n1
trimming	action_n1
trinity	definite_quantity_n1
trinket	artifact_n1
trip	action_n1
triumph	event_n1
triviality	quality_n1
troll	knowledge_n1
trolley	transport_n1
trombone	device_n1
troop	social_group_n1
trooper	person_n1
trophoblast	body_part_n1
tropism	phenomenon_n1
troposphere	location_n1
trouble	knowledge_n1
trough	formation_n5
trout	substance_n1
trove	Thing
trowel	tool_n1
truck	transport_n1
truffle	plant_n2
trumpet	device_n1
trumpeter	person_n1
trunk	plant_part_n1
truth	knowledge_n1
trypsin	material_n1
tsunami	event_n1
tuatara	animal_n1
tub	artifact_n1
tuba	device_n1
tube	artifact_n1
tuber	plant_part_n1
tuberculosis	illness_n1
tubing	artifact_n1
tubule	body_part_n1
tuft	Thing
tug-of-war	event_n1
tulip	plant_n2
tum	body_part_n1
tummy	body_part_n1
tumor	illness_n1
tuna	fish_n1
tundra	biome_n1
tune	auditory_communication_n1
tungsten	element_n2
tunic	body_part_n1
tunicate	animal_n1
tunnel	artifact_n1
turban	clothing_n1
turbidity	quality_n1
turbine	device_n1
turkey	bird_n1
turnip	plant_n2
turret	artifact_n1
turtle	animal_n1
tusk	body_part_n1
tutorial	auditory_communication_n1
tv	equipment_n1
tweak	action_n1
tweezer	tool_n1
twig	plant_part_n1
twin	person_n1
twister	phenomenon_n1
type	knowledge_n1
typewriter	device_n1
tyrannosaurus	animal_n1
tyre	artifact_n1
tyrosine	material_n1
uakari	animal_n1
ulcer	state_n4
umbrella	artifact_n1
unbalance	state_n4
uncertainty	quality_n1
uncle	person_n1
undercoat	Thing
undergrowth	Thing
underside	location_n1
understudy	person_n1
underwear	clothing_n1
unemployment	state_n4
ungulate	animal_n1
unicorn	knowledge_n1
uniform	clothing_n1
uniformity	quality_n1
union	social_group_n1
unit	definite_quantity_n1
unity	state_n4
universe	Thing
university	social_group_n1
updraft	phenomenon_n1
upholstery	artifact_n1
upside	location_n1
uptake	phenomenon_n1
uracil	material_n1
uranium	element_n2
urbanization	state_n4
urchin	animal_n1
urea	material_n1
ureter	body_part_n1
urethra	body_part_n1
urgency	state_n4
urination	phenomenon_n1
urine	material_n1
usage	activity_n1
use	activity_n1
usefulness	quality_n1
user	person_n1
ut	Thing
utensil	artifact_n1
uterus	body_part_n1
utility	social_group_n1
vacation	period_n1
vaccine	substance_n1
vacuole	body_part_n1
vacuum	state_n4
vagina	body_part_n1
vagrant	person_n1
valence	quality_n1
valley	formation_n5
value	knowledge_n1
valve	body_part_n1
vampire	knowledge_n1
van	social_group_n1
vane	device_n1
vanilla	plant_n2
vapor	substance_n1
vaporization	action_n1
vapour	substance_n1
variability	quality_n1
variation	event_n1
variety	Thing
vase	artifact_n1
vector	knowledge_n1
vegetable	substance_n1
vegetarian	person_n1
vegetation	biome_n1
vehicle	transport_n1
vein	body_part_n1
velocity	Thing
velvet	artifact_n1
vena	body_part_n1
venom	substance_n1
vent	shape_n2
ventilation	action_n1
ventricle	body_part_n1
verb	Thing
vermin	person_n1
verse	Thing
version	message_n2
vertebra	body_part_n1
vertebrate	animal_n1
vesica	body_part_n1
vesicle	body_part_n1
vesper	activity_n1
vessel	artifact_n1
vet	person_n1
veteran	person_n1
vibration	event_n1
vicar	state_n4
vice	quality_n1
vicinity	location_n1
victim	person_n1
victory	event_n1
video	Thing
videotape	device_n1
viewer	device_n1
viewpoint	location_n1
vigor	property_n3
vigour	property_n3
village	social_group_n1
villager	person_n1
villain	person_n1
villus	body_part_n1
vine	plant_n2
vinegar	food_n1
vinyl	Thing
violence	action_n1
violet	plant_n2
violin	device_n1
viper	animal_n1
virago	person_n1
virgin	person_n1
virion	Thing
virus	microorganism_n1
viscacha	animal_n1
viscosity	property_n3
visibility	property_n3
vision	sense_n3
visitor	person_n1
visor	artifact_n1
vitamin	food_n1
vocabulary	artifact_n1
vocalization	Thing
vocation	activity_n1
voice	property_n3
volcano	shape_n2
vole	animal_n1
volleyball	activity_n1
volt	definite_quantity_n1
voltage	phenomenon_n1
volume	Thing
voyage	action_n1
vulture	bird_n1
vulva	body_part_n1
wagon	transport_n1
wagtail	bird_n1
waist	body_part_n1
waiter	person_n1
waitress	person_n1
wale	state_n4
walker	artifact_n1
wall	artifact_n1
wallaby	animal_n1
wallet	artifact_n1
wallpaper	material_n1
walnut	plant_part_n1
walrus	animal_n1
wand	artifact_n1
war	event_n1
warbler	bird_n1
ward	person_n1
warden	person_n1
wardrobe	artifact_n1
warmth	process_n2
warning	event_n1
warren	formation_n5
warrior	person_n1
wart	shape_n2
washbasin	artifact_n1
washer	person_n1
washing-up	activity_n1
wasp	insect_n1
waste	material_n1
wastewater	material_n1
water	material_n1
waterbuck	animal_n1
watercress	substance_n1
waterfall	water_n2
waterfowl	bird_n1
watermelon	plant_part_n1
waters	water_n2
waterway	water_n2
waterwheel	device_n1
watt	definite_quantity_n1
wave	event_n1
wavelength	Thing
wax	material_n1
waxwork	plant_n2
way	property_n3
weakness	state_n4
wealth	state_n4
weapon	device_n1
weaponry	artifact_n1
wearer	person_n1
weasel	animal_n1
weather	phenomenon_n1
weatherman	person_n1
weaver	person_n1
web	Thing
webbing	artifact_n1
wedding	event_n1
wedge	shape_n2
weed	plant_n2
week	period_n1
weekday	period_n1
weekend	period_n1
weevil	insect_n1
weight	property_n3
weightlessness	property_n3
weightlifter	person_n1
weir	artifact_n1
wellbeing	state_n4
wellness	state_n4
west	Thing
wetland	Thing
wetness	state_n4
whale	animal_n1
wheat	plant_n2
wheel	device_n1
wheelbarrow	transport_n1
wheelchair	artifact_n1
while	period_n1
whip	device_n1
whiptail	animal_n1
whirligig	artifact_n1
whisk	artifact_n1
whisker	body_part_n1
whit	indefinite_quantity_n1
whorl	shape_n2
wick	artifact_n1
widow	person_n1
width	property_n3
wife	person_n1
wig	clothing_n1
wildcat	artifact_n1
wildebeest	animal_n1
wilderness	location_n1
wildfire	event_n1
wildflower	plant_n2
wildlife	Thing
will	written_language_n1
willow	plant_n2
wimp	person_n1
wind	phenomenon_n1
windmill	device_n1
window	artifact_n1
windowpane	artifact_n1
windowsill	device_n1
windpipe	body_part_n1
windshield	artifact_n1
windstorm	phenomenon_n1
wine	food_n1
wing	body_part_n1
winkle	animal_n1
winner	person_n1
winter	period_n1
wiper	device_n1
wire	artifact_n1
wisent	animal_n1
wishbone	body_part_n1
wit	message_n2
witch	person_n1
withdrawal	event_n1
withe	device_n1
witness	person_n1
wizard	person_n1
wolf	animal_n1
wolverine	animal_n1
woman	person_n1
womb	body_part_n1
wombat	animal_n1
wood	material_n1
woodchuck	animal_n1
woodcutter	person_n1
woodland	biome_n1
woodlouse	animal_n1
woodpecker	bird_n1
woodwind	device_n1
woodwork	artifact_n1
woof	sound_n4
wool	artifact_n1
word	Thing
wordnet	message_n2
workbench	artifact_n1
worker	person_n1
workman	person_n1
workout	activity_n1
workplace	location_n1
workshop	activity_n1
world	Thing
worm	animal_n1
worrier	person_n1
worship	activity_n1
wort	plant_n2
worth	indefinite_quantity_n1
wound	state_n4
wrapping	artifact_n1
wreath	artifact_n1
wreckage	Thing
wren	bird_n1
wrinkle	shape_n2
wrist	body_part_n1
wristwatch	measuring_instrument_n1
writer	person_n1
xerophyte	plant_n2
xylem	plant_part_n1
yacht	transport_n1
yak	animal_n1
yard	location_n1
year	period_n1
yeast	substance_n1
yes	message_n2
yesterday	Thing
yew	material_n1
yin	knowledge_n1
yo-yo	artifact_n1
yoga	quality_n1
yoghurt	food_n1
yogi	person_n1
yogurt	food_n1
yolk	food_n1
zag	shape_n2
zeal	feeling_n1
zebra	animal_n1
zed	Thing
zero	Thing
zig	shape_n2
zinc	element_n2
zing	sound_n4
zipper	device_n1
zone	location_n1
zoo	artifact_n1
zooplankton	animal_n1
zygospore	plant_part_n1
zygote	Thing
