Word	POS	Verified	Category	Canonical Name	WNet SenseKey	WN30 Synset	KM30 Name	WN2.0 Synset	KM20 Name	WordNet gloss	WordNet example usage
mutant	adj	y			mutant%3:01:00::	302987454	mutant_a1	302837678	mutant_a1	tending to undergo or resulting from mutation;	a mutant gene
mutate	v				mutate%2:30:00::	200119873	mutate_v1	200115288	mutate_v1	undergo mutation;	cells mutate
mutation	n			mutant	mutation%1:18:00::	110341660	mutant_n1	109672700	mutant_n1	(biology) an organism that has characteristics resulting from chromosomal alteration	
mutter	v				mutter%2:32:01::	201044533	mutter_v1	201010969	mutter_v1	talk indistinctly; usually in a low voice	
mutual	adj				mutual%5:00:00:shared:00	302152473	common_s3	302080443	common_s3	common to or shared by two or more parties;	a common friend; the mutual interests of management and labor
mutualism	n			symbiosis	mutualism%1:24:00::	113842622	mutualism_n1	113059122	mutualism_n1	the relation between two different species of organisms that are interdependent; each gains benefits from the other	
mutually	r				mutually%4:02:00::	400405645	mutually_r1	400409612	mutually_r1	in a mutual or shared manner;	the agreement was mutually satisfactory; the goals of the negotiators were not reciprocally exclusive
muzzle	n			muzzle	muzzle%1:06:01::	103469687	muzzle_n1	103342515	muzzle_n1	the open circular discharging end of a gun	
mycelium	n			mycelium	mycelium%1:20:00::	113022709	mycelium_n1	112272362	mycelium_n1	the vegetative part of a fungus consisting of a mass of branching threadlike hyphae	
mycology	n			mycology	mycology%1:09:00::	106069747	mycology_n1	105709669	mycology_n1	the branch of botany that studies fungi and fungus-caused diseases	
myelin	n			myelin	myelin%1:27:00::	114957893	myelin_n1	114107214	myelin_n1	a white fatty substance that forms a medullary sheath around the axis cylinder of some nerve fibers	
mynah	n			mynah	mynah%1:05:00::	101577659	mina_n1	101499858	mina_n1	tropical Asian starlings	
myofibril	n			myofibril	myofibril%1:08:00::	105459953	myofibrilla_n1	105146289	myofibrilla_n1	one of many contractile filaments that make up a striated muscle fiber	
myosin	n			myosin	myosin%1:27:00::	115022617	myosin_n1	114170266	myosin_n1	the commonest protein in muscle; a globulin that combines with actin to form actomyosin	
myriad	n			myriad	myriad%1:23:01::	113776726	myriad_n1	112999661	myriad_n1	a large indefinite number;	he faced a myriad of details
mysterious	adj				mysterious%5:00:00:inexplicable:00	300939444	mysterious_s1	300898635	mysterious_s1	of an obscure nature;	the new insurance policy is written without cryptic or mysterious terms; a deep dark secret; the inscrutable workings of Providence; in its mysterious past it encompasses all the dim origins of life- Rachel Carson; rituals totally mystifying to visitors from other lands
mysteriously	r				mysteriously%4:02:01::	400296836	cryptically_r1	400361218	mysteriously_r1	in a cryptic manner;	we will meet again, he said cryptically
mystery	n			mystery	mystery%1:09:00::	105685538	mystery_n1	105357135	mystery_n1	something that baffles understanding and cannot be explained;	how it got out is a mystery; it remains one of nature's secrets
nab	v	y			nab%2:35:01::	201213273	nab_v3	201176518	nab_v3	seize suddenly	
nail	n	okay	obj	nail	nail%1:06:00::	103804744	nail_n2	103661779	nail_n2	a thin pointed piece of metal that is hammered into materials as a fastener	
naked	adj				naked%5:00:00:unclothed:00	300457998	naked_s1	300432101	naked_s1	completely unclothed;	bare bodies; naked from the waist up; a nude model
name	v	okay	act		name%2:32:03::	201028748	call_v1	200995511	call_v1	assign a specified (usually proper) proper name to;	They named their son David; The new school was named after the famous Civil Rights leader
Namibia	n			Namibia	namibia%1:15:00::	108699654	Namibia_n1	108167028	Namibia_n1	a republic in southwestern Africa on the south Atlantic coast (formerly called South West Africa); achieved independence from South Africa in 1990; the greater part of Namibia forms part of the high Namibian plateau of South Africa	
nan	n			nan	nan%1:18:00::	110345015	nan_n1	109675489	nan_n1	your grandmother	
Nancy	n			Nancy	nancy%1:15:00::	108936996	Nancy_n1	108383174	Nancy_n1	a city in northeastern France in Lorraine	
nap	v	y			nap%2:29:00::	200015498	catch_a_wink_v1	200015185	catch_a_wink_v1	take a siesta;	She naps everyday after lunch for an hour
nap	n	y		nap	nap%1:28:00::	115273626	nap_n1	114409615	nap_n1	a period of time spent sleeping;	he felt better after a little sleep; there wasn't time for a nap
napkin	n			napkin	napkin%1:06:00::	103807537	serviette_n1	103664534	serviette_n1	a small piece of table linen that is used to wipe the mouth and to cover the lap in order to protect clothing	
nappy	adj				nappy%5:00:00:curly:00	301030372	nappy_s1	300986292	nappy_s1	(of hair) in small tight curls	
narcotic	adj				narcotic%3:01:00::	302863111	narcotic_a1	302730070	narcotic_a1	of or relating to or designating narcotics;	narcotic addicts; narcotic stupor
narrator	n			narrator	narrator%1:18:00::	110345804	storyteller_n1	109676224	storyteller_n1	someone who tells a story	
narrow	adj				narrow%3:00:00::	302561888	narrow_a1	302472414	narrow_a1	not wide;	a narrow bridge; a narrow line across the page
narwhal	n			narwhal	narwhal%1:05:00::	102072493	narwal_n1	101989774	narwal_n1	small Arctic whale the male having a long spiral ivory tusk	
nasal	adj				nasal%3:01:00::	302978781	nasal_a1	302830098	nasal_a1	of or in or relating to the nose;	nasal passages
Nassau	n			Nassau	nassau%1:15:00::	108847570	Nassau_n1	108301649	Nassau_n1	the capital of the Bahamas	
nasty	adj				nasty%3:00:00::	301587077	nasty_a1	301537437	nasty_a1	offensive or even (of persons) malicious;	in a nasty mood; a nasty accident; a nasty shock; a nasty smell; a nasty trick to pull; Will he say nasty things at my funeral?- Ezra Pound
natal	adj				natal%3:01:00::	302767378	natal_a1	302647463	natal_a1	relating to or accompanying birth;	natal injuries; natal day; natal influences
nation	n	okay	loc	nation	nation%1:14:00::	108168978	country_n1	107673557	nation_n1	a politically organized body of people under a single government;	the state has elected a new president; African nations; students who had come to the nation's capitol; the country's largest manufacturer; an industrialized land
national	adj	okay	quality		national%3:01:00::	302988060	national_a1	302838126	national_a1	of or relating to or belonging to a nation or country;	national hero; national anthem; a national landmark
nationwide	adj				nationwide%5:00:00:comprehensive:00	300526984	nationwide_s1	302470823	nationwide_s1	occurring or extending throughout a country or nation;	the event aroused nationwide interest; a countrywide fund-raising campaign
native	adj				native%3:00:01::	301036083	native_a1	300993562	native_a1	characteristic of or existing by virtue of geographic origin;	the native North American sugar maple; many native artists studied abroad
natural	adj	okay	quality		natural%3:00:01::	301569965	natural_a1	301521379	natural_a1	in accordance with nature; relating to or concerning nature;	a very natural development; our natural environment; natural science; natural resources; natural cliffs; natural phenomena
naturalist	n			naturalist	naturalist%1:18:01::	110346955	naturalist_n1	109677323	naturalist_n1	an advocate of the doctrine that the world can be understood in scientific terms	
naturalize	v				naturalize%2:30:00::	200412292	naturalize_v1	200400166	naturalize_v1	make into a citizen;	The French family was naturalized last year
naturally	r	okay	adv		naturally%4:02:01::	400140403	naturally_r2	400142364	naturally_r3	according to nature; by natural means; without artificial help;	naturally grown flowers
nature	n	okay	?	nature	nature%1:17:00::	109366762	nature_n3	108780130	nature_n3	the natural physical world including plants and animals and landscapes etc.;	they tried to preserve nature as they found it
naughty	adj				naughty%5:00:00:sexy:00	302132224	racy_s3	302066903	racy_s2	suggestive of sexual impropriety;	a blue movie; blue jokes; he skips asterisks and gives you the gamy details; a juicy scandal; a naughty wink; naughty words; racy anecdotes; a risque story; spicy gossip
Nauru	n			Nauru	nauru%1:15:00::	108841483	Nauru_n1	108296195	Nauru_n1	an island republic on Nauru Island; phosphate exports support the economy	
nausea	n			nausea	nausea%1:26:00::	114359952	nausea_n1	113546984	nausea_n1	the state that precedes vomiting	
navigate	v				navigate%2:38:02::	201846320	navigate_v1	201792751	navigate_v1	travel on water propelled by wind or by other means;	The QE2 will sail to Southampton tomorrow
navigation	n			navigation	navigation%1:04:00::	100815801	navigation_n1	100765595	navigation_n1	the guidance of ships or airplanes from place to place	
nay	r				nay%4:02:00::	400407679	nay_r1	400411646	nay_r1	not this merely but also; not only so but;	each of us is peculiar, nay, in a sense unique
near	adj	okay	quality		near%3:00:00::	300444519	near_a1	300417847	near_a1	not far distant in time or space or degree or circumstances;	near neighbors; in the near future; they are near equals; his nearest approach to success; a very near thing; a near hit by the bomb; she was near tears; she was close to tears; had a close call
nearby	r				nearby%4:02:00::	400071321	nearby_r1	400072096	nearby_r1	not far away in relative terms;	she works nearby; the planets orbiting nearby are Venus and Mars
nearly	r				nearly%4:02:00::	400073033	almost_r1	400073817	almost_r1	(of actions or states) slightly short of or not quite accomplished; all but;	the job is (just) about done; the baby was almost asleep when the alarm sounded; we're almost finished; the car all but ran her down; he nearly fainted; talked for nigh onto 2 hours; the recording is well-nigh perfect; virtually all the parties signed the contract; I was near exhausted by the run; most everyone agrees
nearness	n			nearness	nearness%1:07:00::	105085572	nearness_n1	104808432	nearness_n1	the spatial property resulting from a relatively small distance;	the sudden closeness of the dock sent him into action
neat	adj				neat%5:00:00:tidy:00	302423284	neat_s1	302335676	neat_s1	clean or organized;	her neat dress; a neat room
neatly	r				neatly%4:02:00::	400180057	neatly_r1	400182310	neatly_r1	with neatness;	she put the slippers under the bed neatly
Nebraska	n			Nebraska	nebraska%1:15:00::	109109444	Nebraska_n1	108543922	Nebraska_n1	a midwestern state on the Great Plains	
nebula	n			nebula	nebula%1:27:00::	114960606	nebula_n1	114109862	nebula_n1	a medicinal liquid preparation intended for use in an atomizer	
necessarily	r				necessarily%4:02:00::	400408205	necessarily_r1	400412172	necessarily_r1	in an essential manner;	such expenses are necessarily incurred
necessary	adj	okay	?		necessary%3:00:00::	301580050	necessary_a1	301531528	necessary_a1	absolutely essential	
necessity	n	okay	abs	necessity	necessity%1:26:00::	114450691	necessity_n1	113630974	necessity_n1	the condition of being essential or indispensable	
neck	n	okay	bpart	neck	neck%1:08:00::	105546540	neck_n1	105229328	neck_n1	the part of an organism (human or animal) that connects the head to the rest of the body;	he admired her long graceful neck; the horse won by a neck
necked	adj				necked%3:00:00::	301209003	necked_a1	301165136	necked_a1	having a neck or having a neck especially as specified (often used in combination)	
necklace	n			necklace	necklace%1:06:00::	103814906	necklace_n1	103671487	necklace_n1	jewelry consisting of a cord or chain (often bearing gems) worn about the neck as an ornament (especially by women)	
nectar	n			nectar	nectar%1:27:00::	114846779	nectar_n1	114001531	nectar_n1	a sweet liquid secretion that is attractive to pollinators	
need	v	okay	act		need%2:42:00::	202627934	require_v1	202549691	require_v1	require as useful, just, or proper;	It takes nerve to do what she did; success usually requires hard work; This job asks a lot of patience and skill; This position demands a lot of personal sacrifice; This dinner calls for a spectacular dessert; This intervention does not postulate a patient's consent
needle	n			needle	needle%1:20:00::	113157595	needle_n1	112404375	needle_n1	the leaf of a conifer	
negation	n			negation	negation%1:10:01::	107280941	negation_n1	106834162	negation_n1	a negative statement; a statement that is a refusal or denial of some other statement	
negative	adj	okay	quality		negative%3:00:02::	301818234	negative_a1	301758440	negative_a1	characterized by or displaying negation or denial or opposition or resistance; having no positive features;	a negative outlook on life; a colorless negative personality; a negative evaluation; a negative reaction to an advertising campaign
negatively	r	okay	adv		negatively%4:02:01::	400004288	negatively_r1	400003897	negatively_r1	in a harmful manner;	he was negatively affected
