QStrength	Quantifier	Arg1	Pred	Arg2	Sentence	Score	Canonical?	Multiword?	Inferred?	Domain	Range	Provenance
0.75	most	animal	eat	plant	Most animals eat plants.	0.67	y	n	n	animal_n1	plant_n2	a64514|a64515|a64516|a65326|a65327|a65328|a65329|a65330|a65331|a65332|a65333|a65334|a65335|a65336|a65337|a65338|a65339|a65340|a65341|a71508|a71509|a71510|a71511|a71512|a71513|a71514|a78613|a78614|a78615|a78616|a78617|a78618|a78619|a78620|a78621|a78622|a78623|a78624|a78625|a78626|a78627|a78628|a78629|a78630|a78631|a78632|a78633|a78634|a78635|a78636|a78637|a78638|a78639|a78640|a78641|a78642|a78643|a78644|a78645|a78646|a78647|a78648|a78649|a78650|a78651|a78652|a78653|a78654|a78655|a78656|a78657|a78658|a78659|a78660|a78661|a78662|a78663|a78664|a78665|a78666|a78667|a78668|a78669|a78670|a78671|a78672|a78673|a78674|a78675|a78676|a78677|a78678|a78679|a78680|a78681|a78682|a78683|a78684|a78685|a78686|a78687|a78688|a78689|a78690|a78691|a78692|a78693|a78694|a78695|a78696|a78697|a78698|a78699|a78700|a78701|a78702|a78703|a78704|a78705|a78706|a78707|a78708|a78709|a78710|a78711|a78712|a78713|a78714|a78715|a78716|a78717|a78718|a78719|a78720|a78721
0.75	most	animal	eat	prey	Most animals eat prey.	1.00	y	n	n	animal_n1	animal_n1	a47839
0.75	most	animal	evolved from	ancestor	Most animals are evolved from ancestors.	1.00	y	n	n	animal_n1	person_n1	a23824
0.75	most	animal	exhibit	ancestry	Most animals exhibit ancestry.	0.50	y	n	n	animal_n1	social_group_n1	KBCompletion
0.75	most	animal	follow	mother	Most animals follow mothers.	1.00	y	n	n	animal_n1	person_n1	a59069
0.75	most	animal	grow	cell	Most animals grow cells.	1.00	y	n	n	animal_n1	Thing	KBCompletion
0.75	most	animal	grow	hair	Most animals grow hair.	1.00	y	n	n	animal_n1	Thing	KBCompletion
0.75	most	animal	has-part	artery	Most animals has-part arteries.	1.00	y	n	n	animal_n1	body_part_n1	a14798
0.75	most	animal	has-part	bone	Most animals has-part bones.	1.00	y	n	n	animal_n1	body_part_n1	a8983|a8984|a45244|a70083|a70084|a70085|a70086|a70087
0.75	most	animal	has-part	eye	Most animals has-part eyes.	1.00	y	n	n	animal_n1	body_part_n1	a670|a671|a672|a673|a674|a675|a676|a677|a678|a679|a680|a681|a682|a683|a68666
0.75	most	animal	has-part	face	Most animals has-part faces.	1.00	y	n	n	animal_n1	body_part_n1	a65346
0.75	most	animal	has-part	gland	Most animals has-part glands.	0.33	y	n	n	animal_n1	body_part_n1	a19085|a19086|a19087|a19088
0.75	most	animal	has-part	skin	Most animals has-part skin.	1.00	y	n	n	animal_n1	body_part_n1	a58610|a58611|a58612|a58613|a58614|a58615|a58616|a58617|a58618|a58619|a58620|a58621|a58622|a58623
0.75	most	animal	has-part	skull	Most animals has-part skulls.	1.00	y	n	n	animal_n1	body_part_n1	a79533|a79534|a79535
0.75	most	animal	has-part	tongue	Most animals has-part tongues.	1.00	y	n	n	animal_n1	body_part_n1	a33214
0.75	most	animal	is inside	environment	Most animals are inside environments.	1.00	y	n	n	animal_n1	location_n1	KBCompletion
0.75	most	animal	is located on	continent	Most animals are located on continents.	1.00	y	n	n	animal_n1	Thing	a73404
0.75	most	animal	lift	head	Most animals lift heads.	1.00	y	n	n	animal_n1	body_part_n1	a32208
0.75	most	animal	live in	country	Most animals live in countries.	1.00	y	n	n	animal_n1	location_n1	a60283|a63711|a64304|a68971
0.75	most	animal	live in	woodland	Most animals live in woodlands.	1.00	y	n	n	animal_n1	biome_n1	a54765|a78059
0.75	most	animal	make	pair	Most animals make pairs.	1.00	y	n	n	animal_n1	definite_quantity_n1	a73764
0.75	most	animal	migrate to	food	Most animals migrate to food.	1.00	y	n	n	animal_n1	food_n1	KBCompletion
0.75	most	animal	move	eye	Most animals move eyes.	1.00	y	n	n	animal_n1	body_part_n1	a14379
0.75	most	animal	move	food	Most animals move food.	1.00	y	n	n	animal_n1	food_n1	KBCompletion
0.75	most	animal	move	foot	Most animals move feet.	0.67	y	n	n	animal_n1	body_part_n1	KBCompletion
0.75	most	animal	move	tail	Most animals move tails.	1.00	y	n	n	animal_n1	body_part_n1	KBCompletion
0.75	most	animal	move	tooth	Most animals move teeth.	0.67	y	n	n	animal_n1	body_part_n1	KBCompletion
0.75	most	animal	possess	offspring	Most animals possess offspring.	1.00	y	n	n	animal_n1	person_n1	a75356
0.75	most	animal	prefer	habitat	Most animals prefer habitats.	1.00	y	n	n	animal_n1	location_n1	a66138
0.75	most	animal	provide	meat	Most animals provide meat.	1.00	y	n	n	animal_n1	substance_n1	a3081|a3082
0.75	most	animal	receive	stimulation	Most animals receive stimulation.	1.00	y	n	n	animal_n1	action_n1	a14353
0.75	most	animal	receive	water	Most animals receive water.	1.00	y	n	n	animal_n1	substance_n1	KBCompletion
0.75	most	animal	release	pheromone	Most animals release pheromone.	1.00	y	n	n	animal_n1	substance_n1	KBCompletion
0.75	most	animal	require	energy	Most animals require energy.	1.00	y	n	n	animal_n1	phenomenon_n1	a21599|a73052
0.75	most	animal	require	habitat	Most animals require habitats.	1.00	y	n	n	animal_n1	location_n1	a50358|a86613|a86614
0.75	most	animal	resemble	animal	Most animals resemble animals.	1.00	y	n	n	animal_n1	animal_n1	a28610
0.75	most	animal	return to	home	Most animals return to homes.	1.00	y	n	n	animal_n1	location_n1	KBCompletion
0.75	most	animal	roam	ground	Most animals roam ground.	1.00	y	n	n	animal_n1	Thing	a3126|a3127|a3128|a85867|a85868
0.75	most	animal	roam	surface	Most animals roam surfaces.	1.00	y	n	n	animal_n1	artifact_n1	a75842
0.75	most	animal	seek	meat	Most animals seek meat.	1.00	y	n	n	animal_n1	substance_n1	a22390|a22391
0.75	most	animal	seek	shelter	Most animals seek shelter.	1.00	y	n	n	animal_n1	artifact_n1	a33509|a33510
0.75	most	animal	shake	head	Most animals shake heads.	1.00	y	n	n	animal_n1	body_part_n1	a2588
0.75	most	animal	share	environment	Most animals share environments.	1.00	y	n	n	animal_n1	location_n1	a15513|a15514
0.75	most	animal	stand on	foot	Most animals stand on feet.	1.00	y	n	n	animal_n1	body_part_n1	KBCompletion
0.75	most	animal	thrive in	wetland	Most animals thrive in wetland.	0.50	y	n	n	animal_n1	Thing	KBCompletion
0.75	most	animal	thrive in	wilderness	Most animals thrive in wildernesses.	1.00	y	n	n	animal_n1	location_n1	a47727
0.75	most	animal	walk on	foot	Most animals walk on feet.	1.00	y	n	n	animal_n1	body_part_n1	a5964|a5965|a5966|a5967|a5968|a5969|a5970|a44297
0.75	most	animal	walk on	paw	Most animals walk on paws.	1.00	y	n	n	animal_n1	body_part_n1	a6623
0.70	most	animal	has-part	vein	Most animals has-part veins.	1.00	y	n	n	animal_n1	body_part_n1	a59217
0.70	most	animal	is known as	vertebrate	Most animals are known as vertebrates.	0.67	y	n	n	animal_n1	animal_n1	a83913
0.70	most	animal	possess	antibody	Most animals possess antibodies.	0.33	y	n	n	animal_n1	substance_n1	a26429|a26430|a26431|a39703
0.67	most	animal	appear in	region	Most animals appear in regions.	1.00	y	n	n	animal_n1	location_n1	KBCompletion
0.67	most	animal	avoid	people	Most animals avoid people.	1.00	y	n	n	animal_n1	Thing	KBCompletion
0.67	most	animal	bury	egg	Most animals bury eggs.	1.00	y	n	n	animal_n1	Thing	KBCompletion
0.67	most	animal	chew	vegetation	Most animals chew vegetation.	1.00	y	n	n	animal_n1	Thing	KBCompletion
0.67	most	animal	come from	animal	Most animals come from animals.	1.00	y	n	n	animal_n1	animal_n1	KBCompletion
0.67	most	animal	come from	continent	Most animals come from continents.	1.00	y	n	n	animal_n1	Thing	a18031
0.67	most	animal	come from	ecosystem	Most animals come from ecosystems.	0.67	y	n	n	animal_n1	Thing	KBCompletion
0.67	most	animal	come from	region	Most animals come from regions.	1.00	y	n	n	animal_n1	location_n1	a33698
0.67	most	animal	control	predator	Most animals control predators.	0.33	y	n	n	animal_n1	animal_n1	KBCompletion
0.67	most	animal	cross	road	Most animals cross roads.	1.00	y	n	n	animal_n1	artifact_n1	a82114
0.67	most	animal	depend on	people	Most animals depend on people.	1.00	y	n	n	animal_n1	Thing	KBCompletion
0.67	most	animal	depend on	plant	Most animals depend on plants.	1.00	y	n	n	animal_n1	plant_n2	a45859|a45860|a45861|a45862|a45863|a45864|a73269
0.67	most	animal	develop	evolution	Most animals develop evolution.	0.50	y	n	n	animal_n1	phenomenon_n1	KBCompletion
0.67	most	animal	dig	hole	Most animals dig holes.	0.67	y	n	n	animal_n1	location_n1	a69635|a69636
0.67	most	animal	eat	fish	Most animals eat fish.	0.67	y	n	n	animal_n1	fish_n1	a25919|a25920|a28853|a28854|a28855|a28856|a28857|a28858|a28859|a79307|a79308
0.67	most	animal	eat	hay	Most animals eat hay.	1.00	y	n	n	animal_n1	food_n1	a31748
0.67	most	animal	eat	mammal	Most animals eat mammals.	1.00	y	n	n	animal_n1	animal_n1	a82675
0.67	most	animal	eat	meal	Most animals eat meals.	1.00	y	n	n	animal_n1	food_n1	a43464
0.67	most	animal	eat	vegetation	Most animals eat vegetation.	1.00	y	n	n	animal_n1	Thing	a8652|a8653|a8654|a8655|a8656|a8657|a8658|a78016
0.67	most	animal	enter	burrow	Most animals enter burrows.	0.67	y	n	n	animal_n1	formation_n5	KBCompletion
0.67	most	animal	enter	environment	Most animals enter environments.	1.00	y	n	n	animal_n1	location_n1	KBCompletion
0.67	most	animal	enter	water	Most animals enter water.	1.00	y	n	n	animal_n1	substance_n1	a17802|a36950|a36951|a74816
0.67	most	animal	exhibit	eye	Most animals exhibit eyes.	0.67	y	n	n	animal_n1	body_part_n1	KBCompletion
0.67	most	animal	exhibit	outcome	Most animals exhibit outcomes.	0.67	y	n	n	animal_n1	event_n1	KBCompletion
0.67	most	animal	exhibit	reaction	Most animals exhibit reaction.	1.00	y	n	n	animal_n1	phenomenon_n1	a36969
0.67	most	animal	feed in	habitat	Most animals feed in habitats.	0.67	y	n	n	animal_n1	location_n1	KBCompletion
0.67	most	animal	feed in	water	Most animals feed in water.	1.00	y	n	n	animal_n1	substance_n1	a30816
0.67	most	animal	feed	baby	Most animals feed babies.	0.67	y	n	n	animal_n1	person_n1	a42246|a42247
0.67	most	animal	feel	threat	Most animals feel threats.	1.00	y	n	n	animal_n1	Thing	a76377
0.67	most	animal	give birth to	animal	Most animals give birth to animals.	1.00	y	n	n	animal_n1	animal_n1	a50705
0.67	most	animal	go to	sea	Most animals go to sea.	0.67	y	n	n	animal_n1	water_n2	KBCompletion
0.67	most	animal	graze in	hill	Most animals graze in hills.	1.00	y	n	n	animal_n1	formation_n5	KBCompletion
0.67	most	animal	has-part	belly	Most animals has-part bellies.	1.00	y	n	n	animal_n1	body_part_n1	a68338
0.67	most	animal	has-part	lung	Most animals has-part lungs.	0.67	y	n	n	animal_n1	body_part_n1	a5024|a5025|a5026|a5027|a5028|a5029|a5030|a5031|a5032
0.67	most	animal	has-part	nose	Most animals has-part noses.	1.00	y	n	n	animal_n1	body_part_n1	a41063|a41064
0.67	most	animal	hide	food	Most animals hide food.	1.00	y	n	n	animal_n1	food_n1	KBCompletion
0.67	most	animal	hunt	food	Most animals hunt food.	0.67	y	n	n	animal_n1	food_n1	a9637|a61787
0.67	most	animal	is inside	habitat	Most animals are inside habitats.	1.00	y	n	n	animal_n1	location_n1	KBCompletion
0.67	most	animal	is located in	ecosystem	Most animals are located in ecosystems.	1.00	y	n	n	animal_n1	Thing	a64614|a64615
0.67	most	animal	is located in	group	Most animals are located in groups.	1.00	y	n	n	animal_n1	Thing	KBCompletion
0.67	most	animal	is located in	hill	Most animals are located in hills.	0.67	y	n	n	animal_n1	formation_n5	KBCompletion
0.67	most	animal	kill	animal	Most animals kill animals.	1.00	y	n	n	animal_n1	animal_n1	a52745|a52746|a54382|a54383
0.67	most	animal	kill	food	Most animals kill food.	1.00	y	n	n	animal_n1	food_n1	KBCompletion
0.67	most	animal	live in	forest	Most animals live in forests.	1.00	y	n	n	animal_n1	Thing	a10762|a27035|a27036|a27037|a27038|a27039|a74255|a74256|a74257|a74258|a74259|a74260|a74261|a74262|a74263|a74264|a74265|a74266|a74267|a74268|a74269|a74270|a74271
0.67	most	animal	live in	group	Most animals live in groups.	1.00	y	n	n	animal_n1	Thing	a21138|a21139|a21140|a21141|a21142|a21143|a21144|a21145|a21146|a69487
0.67	most	animal	live in	location	Most animals live in locations.	1.00	y	n	n	animal_n1	location_n1	a8479
0.67	most	animal	live in	setting	Most animals live in setting.	1.00	y	n	n	animal_n1	location_n1	a18396
0.67	most	animal	live in	wilderness	Most animals live in wildernesses.	1.00	y	n	n	animal_n1	location_n1	a60822|a60823
0.67	most	animal	live on	ground	Most animals live on ground.	1.00	y	n	n	animal_n1	Thing	a17340|a17341|a17342|a17343|a17344|a17345|a17346|a17347|a17348|a17349|a17350|a17351|a17352|a17353|a17354|a67861
0.67	most	animal	love	child	Most animals love children.	1.00	y	n	n	animal_n1	person_n1	a77570
0.67	most	animal	make	den	Most animals make dens.	1.00	y	n	n	animal_n1	location_n1	a19033|a19034
0.67	most	animal	make	waste	Most animals make waste.	1.00	y	n	n	animal_n1	material_n1	a74680|a74681
0.67	most	animal	occur in	environment	Most animals occur in environments.	0.67	y	n	n	animal_n1	location_n1	KBCompletion
0.67	most	animal	play in	ecosystem	Most animals play in ecosystems.	1.00	y	n	n	animal_n1	Thing	a51600
0.67	most	animal	play in	woodland	Most animals play in woodlands.	1.00	y	n	n	animal_n1	biome_n1	KBCompletion
0.67	most	animal	possess	ancestry	Most animals possess ancestry.	0.67	y	n	n	animal_n1	social_group_n1	a5231
0.67	most	animal	possess	brain	Most animals possess brains.	1.00	y	n	n	animal_n1	body_part_n1	KBCompletion
0.67	most	animal	possess	front	Most animals possess fronts.	1.00	y	n	n	animal_n1	location_n1	a82037|a82038|a82039
0.67	most	animal	possess	rib	Most animals possess ribs.	1.00	y	n	n	animal_n1	device_n1	a76351
0.67	most	animal	relate to	organism	Most animals relate to organisms.	0.67	y	n	n	animal_n1	organism_n1	a53559|a53560
0.67	most	animal	release	enzyme	Most animals release enzymes.	1.00	y	n	n	animal_n1	substance_n1	a73039
0.67	most	animal	require	environment	Most animals require environments.	1.00	y	n	n	animal_n1	location_n1	a74538
0.67	most	animal	require	gut	Most animals require guts.	1.00	y	n	n	animal_n1	body_part_n1	a67453
0.67	most	animal	require	interaction	Most animals require interaction.	1.00	y	n	n	animal_n1	action_n1	a7300|a20145
0.67	most	animal	require	leg	Most animals require legs.	0.33	y	n	n	animal_n1	body_part_n1	a9766|a9767
0.67	most	animal	require	plant	Most animals require plants.	1.00	y	n	n	animal_n1	plant_n2	a9572
0.67	most	animal	require	protein	Most animals require proteins.	1.00	y	n	n	animal_n1	substance_n1	a58346
0.67	most	animal	require	stimulation	Most animals require stimulation.	1.00	y	n	n	animal_n1	action_n1	a3984|a23268|a23269|a23270
0.67	most	animal	require	tooth	Most animals require teeth.	0.67	y	n	n	animal_n1	body_part_n1	KBCompletion
0.67	most	animal	roam	continent	Most animals roam continents.	1.00	y	n	n	animal_n1	Thing	a46672|a67715
0.67	most	animal	roam	ecosystem	Most animals roam ecosystems.	1.00	y	n	n	animal_n1	Thing	a62405
0.67	most	animal	roam	environment	Most animals roam environments.	1.00	y	n	n	animal_n1	location_n1	KBCompletion
0.67	most	animal	roam	habitat	Most animals roam habitats.	1.00	y	n	n	animal_n1	location_n1	KBCompletion
0.67	most	animal	roam	terrain	Most animals roam terrains.	1.00	y	n	n	animal_n1	location_n1	a7925
0.67	most	animal	seek	meal	Most animals seek meals.	1.00	y	n	n	animal_n1	food_n1	a11700
0.67	most	animal	share	farm	Most animals share farms.	1.00	y	n	n	animal_n1	location_n1	KBCompletion
0.67	most	animal	share	habitat	Most animals share habitats.	1.00	y	n	n	animal_n1	location_n1	a28919|a78250|a78251|a78252
0.67	most	animal	share	region	Most animals share regions.	1.00	y	n	n	animal_n1	location_n1	KBCompletion
0.67	most	animal	shed	hair	Most animals shed hair.	1.00	y	n	n	animal_n1	Thing	a57512|a57513
0.67	most	animal	shed	parasite	Most animals shed parasites.	0.67	y	n	n	animal_n1	organism_n1	a44267
0.67	most	animal	threaten	crop	Most animals threaten crops.	0.50	y	n	n	animal_n1	event_n1	KBCompletion
0.67	most	animal	thrive in	home	Most animals thrive in homes.	0.67	y	n	n	animal_n1	location_n1	KBCompletion
0.67	most	animal	transmit	sound	Most animals transmit sound.	1.00	y	n	n	animal_n1	sound_v2	KBCompletion
0.67	most	animal	visit	habitat	Most animals visit habitats.	1.00	y	n	n	animal_n1	location_n1	KBCompletion
0.60	most	animal	possess	habitat	Most animals possess habitats.	0.67	y	n	n	animal_n1	location_n1	a74384|a74385
0.60	most	animal	rest on	bank	Most animals rest on banks.	1.00	y	n	n	animal_n1	formation_n5	KBCompletion
0.58	most	animal	appear in	country	Most animals appear in countries.	1.00	y	n	n	animal_n1	location_n1	a50001
0.58	most	animal	appear in	habitat	Most animals appear in habitats.	1.00	y	n	n	animal_n1	location_n1	KBCompletion
0.58	most	animal	attract	mosquito	Most animals attract mosquitoes.	1.00	y	n	n	animal_n1	insect_n1	KBCompletion
0.58	most	animal	carry	parasite	Most animals carry parasites.	1.00	y	n	n	animal_n1	organism_n1	a33703|a33704|a33705
0.58	most	animal	chase	mouse	Most animals chase mice.	1.00	y	n	n	animal_n1	animal_n1	KBCompletion
0.58	most	animal	chase	rabbit	Most animals chase rabbits.	1.00	y	n	n	animal_n1	animal_n1	KBCompletion
0.58	most	animal	come from	earth	Most animals come from earth.	0.67	y	n	n	animal_n1	material_n1	KBCompletion
0.58	most	animal	come from	habitat	Most animals come from habitats.	1.00	y	n	n	animal_n1	location_n1	KBCompletion
0.58	most	animal	cross	pasture	Most animals cross pasture.	1.00	y	n	n	animal_n1	location_n1	KBCompletion
0.58	most	animal	cross	stream	Most animals cross streams.	1.00	y	n	n	animal_n1	water_n2	KBCompletion
0.58	most	animal	depend on	ecosystem	Most animals depend on ecosystems.	1.00	y	n	n	animal_n1	Thing	KBCompletion
0.58	most	animal	depend on	ground	Most animals depend on ground.	1.00	y	n	n	animal_n1	Thing	a77320
0.58	most	animal	depend on	pasture	Most animals depend on pasture.	0.67	y	n	n	animal_n1	location_n1	KBCompletion
0.58	most	animal	destroy	fruit	Most animals destroy fruit.	1.00	y	n	n	animal_n1	plant_part_n1	KBCompletion
0.58	most	animal	develop	lung	Most animals develop lungs.	1.00	y	n	n	animal_n1	body_part_n1	a85620
0.58	most	animal	die in	habitat	Most animals die in habitats.	1.00	y	n	n	animal_n1	location_n1	a26062
0.58	most	animal	dominate	ecosystem	Most animals dominate ecosystems.	1.00	y	n	n	animal_n1	Thing	a35820
0.58	most	animal	eat	algae	Most animals eat algae.	0.67	y	n	n	animal_n1	microorganism_n1	a74220
0.58	most	animal	eat	fruit	Most animals eat fruit.	1.00	y	n	n	animal_n1	plant_part_n1	a34496|a52876|a52877|a52878|a52879
0.58	most	animal	eat	grasshopper	Most animals eat grasshoppers.	1.00	y	n	n	animal_n1	insect_n1	a8335
0.58	most	animal	emerge from	bush	Most animals emerge from bushes.	1.00	y	n	n	animal_n1	plant_n2	a15974
0.58	most	animal	emerge from	colony	Most animals emerge from colonies.	0.67	y	n	n	animal_n1	social_group_n1	KBCompletion
0.58	most	animal	escape from	forest	Most animals escape from forests.	1.00	y	n	n	animal_n1	Thing	a52287
0.58	most	animal	evolved from	evolution	Most animals are evolved from evolution.	1.00	y	n	n	animal_n1	phenomenon_n1	a18323
0.58	most	animal	feed in	grass	Most animals feed in grass.	1.00	y	n	n	animal_n1	plant_n2	KBCompletion
0.58	most	animal	feed in	lake	Most animals feed in lakes.	1.00	y	n	n	animal_n1	water_n2	KBCompletion
0.58	most	animal	give birth to	mammal	Most animals give birth to mammals.	1.00	y	n	n	animal_n1	animal_n1	a79319
0.58	most	animal	graze in	ground	Most animals graze in ground.	0.50	y	n	n	animal_n1	Thing	KBCompletion
0.58	most	animal	has-part	tail	Most animals has-part tails.	1.00	y	n	n	animal_n1	body_part_n1	a61479|a72551|a72552|a77913|a77914|a77915|a77916
0.58	most	animal	help	baby	Most animals help babies.	1.00	y	n	n	animal_n1	person_n1	a17829
0.58	most	animal	help	habitat	Most animals help habitats.	0.67	y	n	n	animal_n1	location_n1	a65722|a65723|a65724
